,patent_id,organization,city,country
63,10826920,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
64,10705982,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
65,10796742,MICRON TECHNOLOGY,BOISE,US
66,10607681,MICRON TECHNOLOGY,BOISE,US
67,10645525,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
68,10600498,MICRON TECHNOLOGY,BOISE,US
69,10754685,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
70,10706113,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
71,10776716,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
72,10719336,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
73,10862856,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
74,10652227,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
75,10536482,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
76,10616367,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
77,10825535,MICRON TECHNOLOGY,BOISE,US
78,10554349,MICRON TECHNOLOGY,BOISE,US
79,10755047,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
80,10749687,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
81,10748598,MICRON TECHNOLOGY,BOISE,US
82,10803948,MICRON TECHNOLOGY,BOISE,US
83,10771684,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
84,10847651,MICRON TECHNOLOGY,BOISE,US
85,10777236,MICRON TECHNOLOGY,BOISE,US
86,10553278,MICRON TECHNOLOGY,BOISE,US
87,10788935,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
88,10877281,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
89,10535342,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
90,10664594,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
91,10565198,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
92,10860782,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
93,10846204,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
94,10636427,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
95,10740361,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
96,10756014,MICRON TECHNOLOGY,BOISE,US
97,10725529,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
98,10848059,MICRON TECHNOLOGY,BOISE,US
99,10628505,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
100,10642325,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
101,10658066,MICRON TECHNOLOGY,BOISE,US
102,10605609,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
103,10679996,MICRON TECHNOLOGY,BOISE,US
104,10877892,MICRON TECHNOLOGY,BOISE,US
105,10728293,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
106,10748874,MICRON TECHNOLOGY,BOISE,US
107,10581808,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
108,10713489,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
109,10852807,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
110,10650226,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
111,10769123,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
112,10825867,MICRON TECHNOLOGY,BOISE,US
113,10831471,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
114,10672452,MICRON TECHNOLOGY,BOISE,US
115,10664466,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
116,10553594,MICRON TECHNOLOGY,BOISE,US
117,10749984,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
118,10691620,MICRON TECHNOLOGY,BOISE,US
119,10770127,MICRON TECHNOLOGY,BOISE,US
120,10575007,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
121,10593695,MICRON TECHNOLOGY,BOISE,US
122,10592526,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
123,10755763,MICRON TECHNOLOGY,BOISE,US
124,10860545,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
125,10540345,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
126,10739875,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
127,10840918,MICRON TECHNOLOGY,BOISE,US
128,10666264,MICRON TECHNOLOGY,BOISE,US
129,10720224,MICRON TECHNOLOGY,BOISE,US
130,10530617,MICRON TECHNOLOGY,BOISE,US
131,10858243,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
132,10854611,MICRON TECHNOLOGY,BOISE,US
133,10586541,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
134,10860569,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
135,10812363,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
136,10556174,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
137,10565045,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
138,10764259,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
139,10863119,MICRON TECHNOLOGY,BOISE,US
140,10541252,MICRON TECHNOLOGY,BOISE,US
141,10671753,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
142,10719495,MICRON TECHNOLOGY,BOISE,US
143,10769291,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
144,10678544,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
145,10771549,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
146,10699798,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
147,10687306,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
148,10592354,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
149,10698458,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
150,10847486,MICRON TECHNOLOGY,BOISE,US
151,10743085,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
152,10659326,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
153,10825524,MICRON TECHNOLOGY,BOISE,US
154,10810109,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
155,10602098,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
156,10846459,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
157,10748624,MICRON TECHNOLOGY,BOISE,US
158,10658047,MICRON TECHNOLOGY,BOISE,US
159,10680170,MICRON TECHNOLOGY,BOISE,US
160,10771272,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
161,10877889,MICRON TECHNOLOGY,BOISE,US
162,10535122,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
163,10599311,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
164,10853238,MICRON TECHNOLOGY,BOISE,US
165,10616519,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
166,10755766,MICRON TECHNOLOGY,BOISE,US
167,10677307,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
168,10685718,MICRON TECHNOLOGY,BOISE,US
169,10803937,MICRON TECHNOLOGY,BOISE,US
170,10629502,MICRON TECHNOLOGY,BOISE,US
171,10878392,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
172,10725680,MICRON TECHNOLOGY,BOISE,US
173,10789177,MICRON TECHNOLOGY,BOISE,US
174,10630426,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
175,10692396,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
176,10685725,MICRON TECHNOLOGY,BOISE,US
177,10860980,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
178,10555394,MICRON TECHNOLOGY,BOISE,US
179,10880372,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
180,10853717,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
181,10755041,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
182,10554679,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
183,10628423,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
184,10681284,MICRON TECHNOLOGY,BOISE,US
185,10699065,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
186,10585868,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
187,10672182,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
188,10828924,MICRON TECHNOLOGY,BOISE,US
189,10715381,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
190,10747892,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
191,10735457,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
192,10810343,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
193,10789135,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
194,10658428,MICRON TECHNOLOGY,BOISE,US
195,10581434,MICRON TECHNOLOGY,BOISE,US
196,10748070,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
197,10872670,MICRON TECHNOLOGY,BOISE,US
198,10534731,MICRON TECHNOLOGY,BOISE,US
199,10606865,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
200,10574747,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
201,10718901,MICRON TECHNOLOGY,BOISE,US
202,10877795,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
203,10644005,MICRON TECHNOLOGY,BOISE,US
204,10708597,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
205,10795810,MICRON TECHNOLOGY,BOISE,US
206,10580111,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
207,10581756,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
208,10541364,MICRON TECHNOLOGY,BOISE,US
209,10622363,MICRON TECHNOLOGY,BOISE,US
210,10684846,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
211,10636966,MICRON TECHNOLOGY,BOISE,US
212,10564915,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
213,10529592,MICRON TECHNOLOGY,BOISE,US
214,10855495,MICRON TECHNOLOGY,BOISE,US
215,10795836,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
216,10854103,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
217,10628504,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
218,10699171,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
219,10785486,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
220,10735527,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
221,10548078,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
222,10659380,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
223,10825528,MICRON TECHNOLOGY,BOISE,US
224,10841241,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
225,10665701,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
226,10614338,MICRON TECHNOLOGY,BOISE,US
227,10769350,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
228,10592518,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
229,10600420,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
230,10868885,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
231,10833630,MICRON TECHNOLOGY,BOISE,US
232,10561935,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
233,10585988,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
234,10564688,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
235,10802577,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
236,10877467,MICRON TECHNOLOGY,BOISE,US
237,10608996,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
238,10768825,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
239,10872640,MICRON TECHNOLOGY,BOISE,US
240,10719498,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
241,10671512,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
242,10691755,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
243,10748310,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
244,10572845,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
245,10712766,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
246,10643679,MICRON TECHNOLOGY,BOISE,US
247,10602383,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
248,10609537,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
249,10847897,ELTA SYSTEMS,ASHDOD,IL
250,10554820,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
251,10735379,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
252,10777281,MICRON TECHNOLOGY,BOISE,US
253,10585957,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
254,10684962,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
255,10841076,MICRON TECHNOLOGY,BOISE,US
256,10853224,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
257,10547672,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
258,10551914,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
259,10797685,MICRON TECHNOLOGY,BOISE,US
260,10825783,MICRON TECHNOLOGY,BOISE,US
261,10762040,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
262,10708300,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
263,10536275,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
264,10873392,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
265,10757059,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
266,10564713,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
267,10574825,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
268,10671298,MICRON TECHNOLOGY,BOISE,US
269,10734446,MICRON TECHNOLOGY,BOISE,US
270,10552066,MICRON TECHNOLOGY,BOISE,US
271,10579250,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
272,10714196,MICRON TECHNOLOGY,BOISE,US
273,10762277,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
274,10560108,MICRON TECHNOLOGY,BOISE,US
275,10790145,MICRON TECHNOLOGY,BOISE,US
276,10651362,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
277,10586586,MICRON TECHNOLOGY,BOISE,US
278,10608178,MICRON TECHNOLOGY,BOISE,US
279,10529392,MICRON TECHNOLOGY,BOISE,US
280,10631079,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
281,10635266,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
282,10776429,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
283,10761749,MICRON TECHNOLOGY,BOISE,US
284,10757217,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
285,10848522,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
286,10769140,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
287,10600496,MICRON TECHNOLOGY,BOISE,US
288,10775891,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
289,10809759,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
290,10693887,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
291,10573353,MICRON TECHNOLOGY,BOISE,US
292,10799790,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
293,10811090,MICRON TECHNOLOGY,BOISE,US
294,10706895,MICRON TECHNOLOGY,BOISE,US
295,10756982,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
296,10559337,MICRON TECHNOLOGY,BOISE,US
297,10777721,MICRON TECHNOLOGY,BOISE,US
298,10614904,MICRON TECHNOLOGY,BOISE,US
299,10554985,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
300,10637648,MICRON TECHNOLOGY,BOISE,US
301,10650157,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
302,10636942,MICRON TECHNOLOGY,BOISE,US
303,10721145,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
304,10747645,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
305,10579430,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
306,10718805,MICRON TECHNOLOGY,BOISE,US
307,10620779,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
308,10649966,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
309,10777743,MICRON TECHNOLOGY,BOISE,US
310,10678703,MICRON TECHNOLOGY,BOISE,US
311,10587618,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
312,10768804,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
313,10713321,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
314,10754640,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
315,10742393,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
316,10726201,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
317,10811083,MICRON TECHNOLOGY,BOISE,US
318,10673490,MICRON TECHNOLOGY,BOISE,US
319,10540097,MICRON TECHNOLOGY,BOISE,US
320,10788971,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
321,10824502,MICRON TECHNOLOGY,BOISE,US
322,10811061,MICRON TECHNOLOGY,BOISE,US
323,10664362,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
324,10599526,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
325,10878195,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
326,10630601,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
327,10559360,MICRON TECHNOLOGY,BOISE,US
328,10700038,MICRON TECHNOLOGY,BOISE,US
329,10553566,MICRON TECHNOLOGY,BOISE,US
330,10715847,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
331,10769958,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
332,10602056,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
333,10566686,MICRON TECHNOLOGY,BOISE,US
334,10558260,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
335,10540339,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
336,10645036,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
337,10614028,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
338,10665469,MICRON TECHNOLOGY,BOISE,US
339,10832163,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
340,10686932,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
341,10740298,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
342,10580475,MICRON TECHNOLOGY,BOISE,US
343,10635743,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
344,10878885,MICRON TECHNOLOGY,BOISE,US
345,10614404,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
346,10795238,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
347,10627918,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
348,10613837,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
349,10719125,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
350,10878192,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
351,10818536,MICRON TECHNOLOGY,BOISE,US
352,10565288,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
353,10847222,MICRON TECHNOLOGY,BOISE,US
354,10846923,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
355,10528327,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
356,10567356,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
357,10777722,MICRON TECHNOLOGY,BOISE,US
358,10558827,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
359,10761612,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
360,10785337,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
361,10565391,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
362,10761740,MICRON TECHNOLOGY,BOISE,US
363,10676722,MICRON TECHNOLOGY,BOISE,US
364,10789080,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
365,10779395,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
366,10762657,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
367,10831569,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
368,10650578,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
369,10664171,MICRON TECHNOLOGY,BOISE,US
370,10713836,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
371,10622442,MICRON TECHNOLOGY,BOISE,US
372,10811098,MICRON TECHNOLOGY,BOISE,US
373,10868519,MICRON TECHNOLOGY,BOISE,US
374,10783322,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
375,10726905,MICRON TECHNOLOGY,BOISE,US
376,10777561,MICRON TECHNOLOGY,BOISE,US
377,10777291,MICRON TECHNOLOGY,BOISE,US
378,10785786,MICRON TECHNOLOGY,BOISE,US
379,10790288,MICRON TECHNOLOGY,BOISE,US
380,10805454,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
381,10872199,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
382,10767975,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
383,10741243,MICRON TECHNOLOGY,BOISE,US
384,10789015,MICRON TECHNOLOGY,BOISE,US
385,10706907,MICRON TECHNOLOGY,BOISE,US
386,10761719,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
387,10686853,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
388,10623234,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
389,10616349,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
390,10685696,MICRON TECHNOLOGY,BOISE,US
391,10530768,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
392,10761799,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
393,10635567,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
394,10732796,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
395,10540063,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
396,10656814,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
397,10528113,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
398,10528572,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
399,10627889,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
400,10733151,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
401,10615864,ELTA SYSTEMS,ASHDOD,IL
402,10783327,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
403,10649920,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
404,10529412,MICRON TECHNOLOGY,BOISE,US
405,10644966,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
406,10566136,MICRON TECHNOLOGY,BOISE,US
407,10868080,MICRON TECHNOLOGY,BOISE,US
408,10742955,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
409,10690829,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
410,10763535,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
411,10572377,MICRON TECHNOLOGY,BOISE,US
412,10860783,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
413,10715127,MICRON TECHNOLOGY,BOISE,US
414,10631349,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
415,10727249,MICRON TECHNOLOGY,BOISE,US
416,10802550,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
417,10530824,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
418,10855713,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
419,10559353,MICRON TECHNOLOGY,BOISE,US
420,10769108,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
421,10726861,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
422,10622067,MICRON TECHNOLOGY,BOISE,US
423,10699746,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
424,10729973,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
425,10754580,MICRON TECHNOLOGY,BOISE,US
426,10571288,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
427,10749680,MICRON TECHNOLOGY,BOISE,US
