patent_id,organization,city,country
10872023,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10797874,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10782800,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10826920,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10705982,MICROSOFT TECHNOLOGY LICENSING LLC,REDMOND,US
10796742,"MICRON TECHNOLOGY, INC.",BOISE,US
10607681,"MICRON TECHNOLOGY, INC.",BOISE,US
10645525,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10600498,"MICRON TECHNOLOGY, INC.",BOISE,US
10754685,MICROSOFT TECHNOLOGY LICENSING LLC,REDMOND,US
10706113,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10776716,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10719336,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10862856,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10652227,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10536482,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10616367,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10825535,"MICRON TECHNOLOGY, INC.",BOISE,US
10554349,"MICRON TECHNOLOGY, INC.",BOISE,US
10755047,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10749687,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10748598,"MICRON TECHNOLOGY, INC.",BOISE,US
10803948,"MICRON TECHNOLOGY, INC.",BOISE,US
10771684,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10847651,"MICRON TECHNOLOGY, INC.",BOISE,US
10777236,"MICRON TECHNOLOGY, INC.",BOISE,US
10553278,"MICRON TECHNOLOGY, INC.",BOISE,US
10788935,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10877281,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10535342,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10664594,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10565198,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10860782,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10846204,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10636427,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10740361,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10756014,"MICRON TECHNOLOGY, INC.",BOISE,US
10725529,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10848059,"MICRON TECHNOLOGY, INC.",BOISE,US
10628505,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10642325,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10658066,"MICRON TECHNOLOGY, INC.",BOISE,US
10605609,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10679996,"MICRON TECHNOLOGY, INC.",BOISE,US
10877892,"MICRON TECHNOLOGY, INC.",BOISE,US
10728293,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10748874,"MICRON TECHNOLOGY, INC.",BOISE,US
10581808,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10713489,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10852807,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10650226,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10769123,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10825867,"MICRON TECHNOLOGY, INC.",BOISE,US
10831471,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10672452,"MICRON TECHNOLOGY, INC.",BOISE,US
10664466,"MICROSOFT TECHNOLOGY LICENSING, LLC.",REDMOND,US
10553594,"MICRON TECHNOLOGY, INC.",BOISE,US
10749984,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10691620,"MICRON TECHNOLOGY, INC.",BOISE,US
10770127,"MICRON TECHNOLOGY, INC.",BOISE,US
10575007,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10593695,"MICRON TECHNOLOGY, INC.",BOISE,US
10592526,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10755763,"MICRON TECHNOLOGY, INC.",BOISE,US
10860545,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10540345,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10739875,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10840918,"MICRON TECHNOLOGY, INC.",BOISE,US
10666264,"MICRON TECHNOLOGY, INC.",BOISE,US
10720224,"MICRON TECHNOLOGY, INC.",BOISE,US
10530617,"MICRON TECHNOLOGY, INC.",BOISE,US
10858243,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10854611,"MICRON TECHNOLOGY, INC.",BOISE,US
10586541,"MICROSOFT TECHNOLOGY LICENSING, LLC.",REDMOND,US
10860569,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10812363,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10556174,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10565045,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10764259,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10863119,"MICRON TECHNOLOGY, INC.",BOISE,US
10541252,"MICRON TECHNOLOGY, INC.",BOISE,US
10671753,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10719495,"MICRON TECHNOLOGY, INC.",BOISE,US
10769291,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10678544,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10771549,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10699798,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10687306,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10592354,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10698458,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10847486,"MICRON TECHNOLOGY, INC.",BOISE,US
10743085,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10659326,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10825524,"MICRON TECHNOLOGY, INC.",BOISE,US
10810109,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10602098,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10846459,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10748624,"MICRON TECHNOLOGY, INC.",BOISE,US
10658047,"MICRON TECHNOLOGY, INC.",BOISE,US
10680170,"MICRON TECHNOLOGY, INC.",BOISE,US
10771272,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10877889,"MICRON TECHNOLOGY, INC.",BOISE,US
10535122,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10599311,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10853238,"MICRON TECHNOLOGY, INC.",BOISE,US
10616519,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10755766,"MICRON TECHNOLOGY, INC.",BOISE,US
10677307,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10685718,"MICRON TECHNNOLOGY, INC.",BOISE,US
10803937,"MICRON TECHNOLOGY, INC.",BOISE,US
10629502,"MICRON TECHNOLOGY, INC.",BOISE,US
10878392,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10725680,"MICRON TECHNOLOGY, INC.",BOISE,US
10789177,"MICRON TECHNOLOGY, INC.",BOISE,US
10630426,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10692396,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10685725,"MICRON TECHNOLOGY, INC.",BOISE,US
10860980,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10555394,"MICRON TECHNOLOGY, INC.",BOISE,US
10880372,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10853717,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10755041,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10554679,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10628423,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10681284,"MICRON TECHNOLOGY, INC.",BOISE,US
10699065,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10585868,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10672182,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10828924,"MICRON TECHNOLOGY, INC.",BOISE,US
10715381,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10747892,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10735457,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10810343,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10789135,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10658428,"MICRON TECHNOLOGY, INC.",BOISE,US
10581434,"MICRON TECHNOLOGY, INC.",BOISE,US
10748070,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10872670,"MICRON TECHNOLOGY, INC.",BOISE,US
10534731,"MICRON TECHNOLOGY, INC.",BOISE,US
10606865,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10574747,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10718901,"MICRON TECHNOLOGY, INC.",BOISE,US
10877795,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10644005,"MICRON TECHNOLOGY, INC.",BOISE,US
10708597,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10795810,"MICRON TECHNOLOGY, INC.",BOISE,US
10580111,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10581756,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10541364,"MICRON TECHNOLOGY, INC.",BOISE,US
10622363,"MICRON TECHNOLOGY, INC.",BOISE,US
10684846,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10636966,"MICRON TECHNOLOGY, INC.",BOISE,US
10564915,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10529592,"MICRON TECHNOLOGY, INC.",BOISE,US
10855495,"MICRON TECHNOLOGY, INC.",BOISE,US
10795836,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10854103,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10628504,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10699171,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10785486,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10735527,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10548078,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10659380,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10825528,"MICRON TECHNOLOGY, INC.",BOISE,US
10841241,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10665701,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10614338,"MICRON TECHNOLOGY, INC.",BOISE,US
10769350,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10592518,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10600420,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10868885,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10833630,"MICRON TECHNOLOGY, INC.",BOISE,US
10561935,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10585988,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10564688,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10802577,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10877467,"MICRON TECHNOLOGY, INC.",BOISE,US
10608996,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10768825,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10872640,"MICRON TECHNOLOGY, INC.",BOISE,US
10719498,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10671512,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10691755,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10748310,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10572845,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10712766,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10643679,"MICRON TECHNOLOGY, INC.",BOISE,US
10602383,MICROSOFT TECHNOLOGY LICENSING LLC,REDMOND,US
10609537,MICROSOFT TECHNOLOGY LICENSING LLC,REDMOND,US
10847897,"ELTA SYSTEMS, LTD.",ASHDOD,IL
10554820,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10735379,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10777281,"MICRON TECHNOLOGY, INC.",BOISE,US
10585957,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10684962,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10841076,"MICRON TECHNOLOGY, INC.",BOISE,US
10853224,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10547672,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10551914,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10797685,"MICRON TECHNOLOGY, INC.",BOISE,US
10825783,"MICRON TECHNOLOGY, INC.",BOISE,US
10762040,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10708300,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10536275,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10873392,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10757059,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10564713,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10574825,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10671298,"MICRON TECHNOLOGY, INC.",BOISE,US
10734446,"MICRON TECHNOLOGY, INC.",BOISE,US
10552066,"MICRON TECHNOLOGY, INC.",BOISE,US
10579250,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10714196,"MICRON TECHNOLOGY, INC.",BOISE,US
10762277,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10560108,"MICRON TECHNOLOGY, INC.",BOISE,US
10790145,"MICRON TECHNOLOGY, INC.",BOISE,US
10651362,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10586586,"MICRON TECHNOLOGY, INC.",BOISE,US
10608178,"MICRON TECHNOLOGY, INC.",BOISE,US
10529392,"MICRON TECHNOLOGY, INC.",BOISE,US
10631079,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10635266,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10776429,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10761749,"MICRON TECHNOLOGY, INC.",BOISE,US
10757217,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10848522,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10769140,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10600496,"MICRON TECHNOLOGY, INC.",BOISE,US
10775891,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10809759,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10693887,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10573353,"MICRON TECHNOLOGY, INC.",BOISE,US
10799790,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10811090,"MICRON TECHNOLOGY, INC.",BOISE,US
10706895,"MICRON TECHNOLOGY, INC.",BOISE,US
10756982,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10559337,"MICRON TECHNOLOGY, INC.",BOISE,US
10777721,"MICRON TECHNOLOGY, INC.",BOISE,US
10614904,"MICRON TECHNOLOGY, INC.",BOISE,US
10554985,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10637648,"MICRON TECHNOLOGY, INC.",BOISE,US
10650157,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10636942,"MICRON TECHNOLOGY, INC.",BOISE,US
10721145,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10747645,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10579430,"MICROSOFT TECHNOLOG LICENSING, LLC",REDMOND,US
10718805,"MICRON TECHNOLOGY, INC.",BOISE,US
10620779,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10649966,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10777743,"MICRON TECHNOLOGY, INC.",BOISE,US
10678703,"MICRON TECHNOLOGY, INC.",BOISE,US
10587618,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10768804,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10713321,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10754640,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10742393,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10726201,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10811083,"MICRON TECHNOLOGY, INC.",BOISE,US
10673490,"MICRON TECHNOLOGY, INC.",BOISE,US
10540097,"MICRON TECHNOLOGY, INC.",BOISE,US
10788971,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10824502,"MICRON TECHNOLOGY, INC.",BOISE,US
10811061,"MICRON TECHNOLOGY, INC.",BOISE,US
10664362,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10599526,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10878195,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10630601,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10559360,"MICRON TECHNOLOGY, INC.",BOISE,US
10700038,"MICRON TECHNOLOGY, INC.",BOISE,US
10553566,"MICRON TECHNOLOGY, INC.",BOISE,US
10715847,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10769958,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10602056,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10566686,"MICRON TECHNOLOGY, INC.",BOISE,US
10558260,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10540339,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10645036,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10614028,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10665469,"MICRON TECHNOLOGY, INC.",BOISE,US
10832163,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10686932,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10740298,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10580475,"MICRON TECHNOLOGY, INC.",BOISE,US
10635743,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10878885,"MICRON TECHNOLOGY, INC.",BOISE,US
10614404,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10795238,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10627918,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10613837,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10719125,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10878192,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10818536,"MICRON TECHNOLOGY, INC.",BOISE,US
10565288,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10847222,"MICRON TECHNOLOGY, INC.",BOISE,US
10846923,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10528327,MICROSOFT TECHNOLOGY LICENSING LLC,REDMOND,US
10567356,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10777722,"MICRON TECHNOLOGY, INC.",BOISE,US
10558827,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10761612,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10785337,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10565391,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10761740,"MICRON TECHNOLOGY, INC.",BOISE,US
10676722,"MICRON TECHNOLOGY, INC.",BOISE,US
10789080,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10779395,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10762657,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10831569,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10650578,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10664171,"MICRON TECHNOLOGY, INC.",BOISE,US
10713836,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10622442,"MICRON TECHNOLOGY, INC.",BOISE,US
10811098,"MICRON TECHNOLOGY, INC.",BOISE,US
10868519,"MICRON TECHNOLOGY, INC.",BOISE,US
10783322,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10726905,"MICRON TECHNOLOGY, INC.",BOISE,US
10777561,"MICRON TECHNOLOGY, INC.",BOISE,US
10777291,"MICRON TECHNOLOGY, INC.",BOISE,US
10785786,"MICRON TECHNOLOGY, INC.",BOISE,US
10790288,"MICRON TECHNOLOGY, INC.",BOISE,US
10805454,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10872199,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10767975,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10741243,"MICRON TECHNOLOGY, INC.",BOISE,US
10789015,"MICRON TECHNOLOGY, INC.",BOISE,US
10706907,"MICRON TECHNOLOGY, INC.",BOISE,US
10761719,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10686853,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10623234,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10616349,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10685696,"MICRON TECHNOLOGY, INC.",BOISE,US
10530768,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
10761799,"MICROSOFT TECHNOLOGY LICENSING, LLC",REDMOND,US
